Date,Open,High,Low,Close,Volume,MA 50,EMA 50,MA 200,EMA 200,RSI 14,STOCH K,STOCH D,MACD VALUE,SIG LINE,MACD HIST,BB UP,BB MID,BB DOWN,ADX,PRICE_CHANGE
1986-03-13,0.05578312153734438,0.06398659576304243,0.05578312153734438,0.0612516850233078,1031788800,,,,,,,,,,,,,,,Up
1986-03-14,0.06125171188016202,0.06453348040744018,0.06125171188016202,0.06343913823366165,308160000,,,,,,,,,,,,,,,Up
1986-03-17,0.06343912270467725,0.06508032106508894,0.06343912270467725,0.06453346461057663,133171200,,,,,,,,,,,,,,,Down
1986-03-18,0.06453346396175857,0.0650803204107728,0.06234540916883321,0.06289226561784744,67766400,,,,,,,,,,,,,,,Down
1986-03-19,0.06289229337153615,0.06343915006187233,0.061251723300527625,0.0617985799908638,47894400,,,,,,,,,,,,,,,Down
1986-03-20,0.06179853473840053,0.06179853473840053,0.059611109578815116,0.06015796586871147,58435200,,,,,,,,,,,,,,,Down
1986-03-21,0.0601579844529956,0.06125169737066318,0.057423702158826626,0.05851741507649422,59990400,,,,,,,,,,,,,,,Down
1986-03-24,0.05851741886585403,0.05851741886585403,0.05632999288886968,0.05687684938311577,65289600,,,,,,,,,,,,,,,Up
1986-03-25,0.05687684446786677,0.057970557361841195,0.05632998802087956,0.0579705573618412,32083200,,,,,,,,,,,,,,,Up
1986-03-26,0.05797053932358039,0.060157964430884475,0.057423683046754374,0.059611108154058456,22752000,,,,,,,,,,,,,,,Up
1986-03-27,0.059611132926934825,0.06070484593510628,0.059611132926934825,0.06070484593510628,16848000,,,,,,,,,,,,,,,Down
1986-03-31,0.06070482215860783,0.06070482215860783,0.05906425328891876,0.06015796586871147,12873600,,,,,,,,,,,,,,,Down
1986-04-01,0.060157964430884475,0.060157964430884475,0.059611108154058456,0.059611108154058456,11088000,,,,,,,,,,,,,,,Up
1986-04-02,0.059611109578815116,0.06125167844850418,0.059611109578815116,0.06015796586871147,27014400,,,,,,,,,,,,,,,Up
1986-04-03,0.06070484593510628,0.06234541544736346,0.06070484593510628,0.06070484593510628,23040000,,,,,48.38727326781101,,,,,,,,,,Equal
1986-04-04,0.06070484593510628,0.061251702439192,0.06070484593510628,0.06070484593510628,26582400,,,,,48.38727326781101,,,,,,,,,,Down
1986-04-07,0.060704820707710494,0.06125167698453652,0.05851739560040641,0.059611108154058456,16560000,,,,,45.01898314199801,,,,,,,,,,Up
1986-04-08,0.059611109578815116,0.06125167844850418,0.059611109578815116,0.06015796586871147,10252800,,,,,47.00533555269642,,,,,,,,,,Up
1986-04-09,0.06015797232611512,0.061798541371904145,0.06015797232611512,0.0612516850233078,12153600,,,,,50.83136120572331,,,,,,,,,,Up
1986-04-10,0.061251723300527625,0.062345436681199976,0.060158009919855274,0.0617985799908638,13881600,,,,,52.67138043187516,,,,,,0.06409894576606617,0.06059549730271101,0.05709204883935585,,Up
1986-04-11,0.06234540916883321,0.06398660751274433,0.06234540916883321,0.06289226561784744,17222400,,,,,56.20132893778486,,,,,,0.06431292845081009,0.06067752633243799,0.05704212421406589,,Up
1986-04-14,0.06289228164528675,0.06398662381906528,0.06289228164528675,0.06343913823366165,12153600,,,,,57.892480557596684,,,,,,0.06431292845081009,0.06067752633243799,0.05704212421406589,,Equal
1986-04-15,0.06343913823366165,0.06343913823366165,0.06125171188016202,0.06343913823366165,9302400,,,,,57.892480557596684,,,,,,0.06405148630593968,0.060622810013592245,0.057194133721244815,,Up
1986-04-16,0.06343911073658443,0.06617402149006671,0.06289225438523918,0.06562716513872147,31910400,,,,,64.29044595458649,,,,,,0.06471678289052274,0.06075955498963594,0.05680232708874915,,Up
1986-04-17,0.06562719604680158,0.06617405265569687,0.06562719604680158,0.06617405265569687,22003200,,,,,65.69354431410568,,,,,,0.06557350516504334,0.060978328622877595,0.05638315208071184,,Down
1986-04-18,0.06617404808146167,0.06617404808146167,0.06343913622898176,0.06398662179708481,21628800,,,,,56.184418602983186,,,,,,0.06592837759904889,0.06116976141929627,0.056411145239543645,,Equal
1986-04-21,0.06398662179708481,0.06453347836817902,0.06234542308679333,0.06398662179708481,22924800,,,,,56.184418602983186,,,0.0015845961308870934,,,0.06618929992343826,0.061443221755325794,0.05669714358721332,,Down
1986-04-22,0.06398660751274433,0.06398660751274433,0.06289226561784744,0.06289226561784744,15552000,,,,,51.831270191318765,,,0.0014415337860463825,,,0.06603502973164496,0.06174399256706238,0.057452955402479806,,Up
1986-04-23,0.06289226116644209,0.06343911757675078,0.0623454047561334,0.06316568702459335,15609600,,,,,52.81494278356708,37.70798120777872,,0.0013348315621532283,,,0.06596601943499393,0.06200374905019999,0.05804147866540604,45.58347771419913,Up
1986-04-24,0.06316568889288753,0.07054888199425942,0.06289226302664896,0.06945516914129257,62352000,,,,,68.66624331271433,100.0,,0.0017377462671342783,,,0.06746488733945175,0.06249595209956169,0.05752701685967165,43.33928360574755,Up
1986-04-25,0.07000202528968917,0.07683836193741991,0.07000202528968917,0.07383064925670624,85795200,,,,,74.96672316762417,100.0,79.23599373592624,0.002382657953837519,,,0.07008195437800349,0.06315224226564169,0.056222530153279875,41.62402729149337,Up
1986-04-28,0.0738306283501592,0.07492434088907571,0.07328314308403906,0.07437748461961746,28886400,,,,,75.62634848891301,100.0,100.0,0.0029044000398476544,,,0.07219430683421212,0.063863218203187,0.05553212957216188,40.76452053587864,Down
1986-04-29,0.07437753564177603,0.07437753564177603,0.07164262342170363,0.07218948006629944,30326400,,,,,67.91513865255104,67.59325714367748,89.19775238122583,0.0031055320797350877,,,0.0733280930417313,0.06449213679879903,0.05565618055586677,39.96640711995068,Down
1986-04-30,0.07218944628612091,0.07273630267482187,0.0689083079539151,0.070548877120018,30902400,,,,,62.748669284056234,45.880912666890666,71.15805660352271,0.0030968491741915627,,,0.07398799705583566,0.06501168236136437,0.05603536766689309,39.22530180516043,Down
1986-05-01,0.07054888199425942,0.07054888199425942,0.06836145628832573,0.06945516914129257,54345600,,,,,59.49913945260196,32.22460193399926,48.56625724818914,0.002967507239360942,0.002283961581465972,0.0006835456578949701,0.07439613603594214,0.06544919852167368,0.056502261007405206,38.53713258428376,Equal
1986-05-02,0.06945516914129257,0.07054888199425942,0.06890831271480914,0.06945516914129257,20246400,,,,,59.49913945260196,32.22460193399926,36.77670551162973,0.002832353219315742,0.002422601257958044,0.00040975196135769774,0.07471789768031416,0.065886714681983,0.05705553168365183,38.037597605135126,Down
1986-05-05,0.06945517535260848,0.06945517535260848,0.06890831887722015,0.06890831887722015,3254400,,,,,57.76448363818287,24.934624600348418,29.794609489448977,0.0026505624051171156,0.0025569377711881255,9.362463392899008e-05,0.07478216136630267,0.06635157521814108,0.05792098906997951,37.573745341648994,Up
1986-05-06,0.06945516914129257,0.07054888199425942,0.06945516914129257,0.06945516914129257,9734400,,,,,59.0501825752191,30.337838327811617,29.165688287386434,0.002521551248048551,0.0026887955140653835,-0.00016724426601683268,0.07484542676350378,0.06681643538177014,0.05878744400003649,36.575125202591366,Equal
1986-05-07,0.06945516914129257,0.07000202556777599,0.06836145628832573,0.06945516914129257,5155200,,,,,59.0501825752191,30.337838327811617,28.536767085323884,0.0023917385039287503,0.002761461318153658,-0.00036972281422490783,0.07490717108742577,0.06722660958766938,0.05954604808791299,35.647835073466425,Up
1986-05-08,0.06945516302702237,0.07000201940536499,0.06890830664867975,0.07000201940536499,3542400,,,,,60.44659815315647,36.20634424518259,32.29400696693528,0.0023064004661662724,0.0027529882639679643,-0.0004465877978016919,0.07498293290721234,0.06763678155839443,0.060290630209576535,34.971583904346765,Down
1986-05-09,0.07000202556777599,0.07000202556777599,0.06945516914129257,0.06945516914129257,6076800,,,,,58.305403245197645,27.20786615160428,31.250682908199494,0.0021696330312848677,0.0026713474852387655,-0.0005017144539538978,0.07501435529236238,0.0679649267345667,0.06091549817677101,34.52915583723384,Up
1986-05-12,0.06945516302702237,0.07164258854039285,0.06945516302702237,0.07000201940536499,10483200,,,,,59.83751212035277,30.785342330481303,31.39985090908939,0.002081377278226465,0.002557552507293363,-0.00047617522906689795,0.07507518889132926,0.06829307079315186,0.061510952694974454,33.17947025529043,Up
1986-05-13,0.07000202073131705,0.07109573350871898,0.07000202073131705,0.070548877120018,3830400,,,,,61.36636610932434,20.165209518950295,26.05280600034529,0.0020321356110079986,0.0024392510002729673,-0.0004071153892649688,0.07511363640719627,0.06864855773746967,0.06218347906774307,32.139185212667115,Down
1986-05-14,0.07054887578370761,0.07054887578370761,0.07000201940536499,0.07000201940536499,9302400,,,,,58.94972654439649,6.635605610716366,19.19538582004932,0.0019267737393857814,0.0023236139447201714,-0.00039684020533439,0.07520342369434348,0.06886730045080185,0.06253117720726022,31.173206244516894,Equal
1986-05-15,0.07000201940536499,0.07109573216205023,0.07000201940536499,0.07000201940536499,3801600,,,,,58.94972654439649,6.635605610716366,11.145473580127677,0.0018222677289765066,0.0022113822235713676,-0.000389114494594861,0.07528820319449481,0.06905869878828526,0.06282919438207571,29.942598949397333,Up
1986-05-16,0.07000202073131705,0.07218944628612091,0.07000202073131705,0.070548877120018,11952000,,,,,60.74268976734967,29.3400388935608,14.203750038331178,0.0017632471940244587,0.002112791644561072,-0.00034954445053661347,0.07518983029375119,0.06938681155443191,0.06358379281511263,28.163574414434148,Down
1986-05-19,0.07054888199425942,0.07054888199425942,0.06890831271480914,0.06945516914129257,11001600,,,,,55.519755145342124,0.0,11.991881501425722,0.001609664688918419,0.0020114709157688353,-0.00040180622685041627,0.07490852445667155,0.0696602389216423,0.06441195338661306,26.511623060539765,Down
1986-05-20,0.06945517535260848,0.06945517535260848,0.06836146240183183,0.06890831887722015,61977600,,,,,53.06298796926139,0.0,9.780012964520266,0.0014273693753746597,0.0019043187903739366,-0.00047694941499927686,0.074219510360059,0.06996104158461094,0.06570257280916289,24.977668231923552,Down
1986-05-21,0.0689083163587171,0.06945517281411857,0.06781460344791412,0.06781460344791412,8092800,,,,,48.44564827196696,0.0,0.0,0.0011810311396293488,0.0017792777540920563,-0.0005982466144627075,0.07329260061571603,0.07019348740577698,0.06709437419583793,23.553281605351355,Equal
1986-05-22,0.06781460344791412,0.0683614599033156,0.06781460344791412,0.06781460344791412,4406400,0.06518394507467747,0.06518394507467747,,,48.44564827196696,0.0,0.0,0.0009745720530524998,0.0016464932009551264,-0.0006719211479026266,0.07336728207930726,0.07011145912110806,0.06685563616290885,22.23063688067717,Equal
1986-05-23,0.06781460344791412,0.0689083163587171,0.06781460344791412,0.06781460344791412,4089600,0.0653152034431696,0.06528710814813773,,,48.44564827196696,0.0,0.0,0.0008017101242181884,0.0015043079616208735,-0.0007025978374026851,0.07273077484320709,0.06981065683066845,0.06689053881812981,20.685062374203017,Up
1986-05-27,0.06781459389199453,0.07000201940536499,0.06781459389199453,0.07000201940536499,13881600,0.06544646106660366,0.0654720066288133,,,57.650721161797414,71.2427359354295,23.747578645143165,0.0008316354116321839,0.0013709190505791164,-0.0005392836389469325,0.0716343778698149,0.06959188356995583,0.06754938927009675,19.984640767710168,Up
