Date,Open,High,Low,Close,Volume,MA 50,EMA 50,MA 200,EMA 200,RSI 14,STOCH K,STOCH D,MACD VALUE,SIG LINE,MACD HIST,BB UP,BB MID,BB DOWN,ADX,PRICE_CHANGE
1986-12-24,0.1082844703749892,0.1082844703749892,0.10773761874873668,0.10801104456186295,7027200,0.09632947117090225,0.0962647315982728,0.07346394078806043,0.07346394078806043,63.01788549198323,75.42714964804759,71.44901226610625,0.002798056251193254,0.003105172194043342,-0.0003071159428500881,0.1108993656036552,0.10606962777674198,0.10123988994982876,18.235240526088162,Down
1986-12-26,0.10801108632687281,0.10883136408343116,0.10773766040802002,0.10773766040802002,3715200,0.09695292562246323,0.09671465037512564,0.07369637062773109,0.07380497282407993,62.20135000708644,77.94956548121756,75.8817107838852,0.0027573034134842217,0.0029172456645138564,-0.00015994225102963474,0.11039744410415421,0.10593291446566581,0.10146838482717742,18.42592551260767,Down
1986-12-29,0.10773764277802449,0.10883134627446393,0.1033627912402153,0.1033627912402153,41702400,0.0974888826906681,0.09697536178159974,0.07389598907902836,0.07409908047001162,50.84719857972735,3.190049338193184,52.18892148915278,0.002344959878662428,0.0027610057067614813,-0.0004160458280990532,0.11004970182432397,0.1056594893336296,0.10126927684293524,18.602990142947217,Up
1986-12-30,0.10336278638585389,0.10500335094147795,0.10226843516792358,0.10445649921894073,25401600,0.09800296500325203,0.097268739720319,0.07409560417756439,0.07440114433816017,53.14964105184263,18.350097736677828,33.16323751869619,0.002082422875282569,0.0026313723192291022,-0.0005489494439465331,0.10994576597595516,0.10555011741816997,0.10115446886038477,18.76740729969108,Up
1986-12-31,0.10445650178825787,0.1071907792442238,0.10445650178825787,0.10555021464824677,23356800,0.09852798521518707,0.09759350344298284,0.07430889392271638,0.0747110853362705,55.399562094349264,33.16432754274692,18.23482487253931,0.00194024813052468,0.0025240619707844626,-0.0005838138402597826,0.10979896164626644,0.10546808913350106,0.10113721662073567,19.612892111538265,Down
1987-01-02,0.10555021205202757,0.1066439248851144,0.10390963810839111,0.10445649921894073,12643200,0.0989655077457428,0.0978626405322361,0.07452218361198902,0.07500705960375975,52.67531688913206,17.215833622254216,22.91008630055965,0.00171949861670391,0.0024184935334674246,-0.0006989949167635146,0.1097038542813669,0.10537238754332065,0.1010409208052744,20.397985151110653,Up
1987-01-05,0.1044565101141417,0.11156563957670845,0.10390964894655243,0.1104719266295433,48499200,0.09952333882451057,0.09835712233997365,0.07477375322952867,0.07535994385277252,63.350108231817444,96.68253863253001,49.02089993251038,0.0020068144478416483,0.0023469991062330326,-0.00034018465839138427,0.11028078804223566,0.10550910085439683,0.10073741366655799,19.015998441605113,Up
1987-01-06,0.11047191289892624,0.11265933852138016,0.10992505179930664,0.11211247742176056,40032000,0.1001139809191227,0.0988965480294555,0.07504172844812274,0.07572564070420523,65.6272685095654,100.00000000000001,71.29945741826141,0.002339919912096894,0.0023078623044015287,3.2057607695365215e-05,0.11129432596981852,0.10575518570840359,0.10021604544698866,19.3283987131916,Up
1987-01-07,0.11211251192973512,0.11812856793403625,0.11211251192973512,0.11812856793403625,60998400,0.10083588242530822,0.09965074488845865,0.07534798702225089,0.0761475603781339,72.39969310455086,100.0,98.89417954417668,0.0030541502749616423,0.0023381526445279163,0.000715997630433726,0.11409182778974747,0.10635676197707652,0.09862169616440558,17.96464713433325,Up
1987-01-08,0.11867541040149357,0.12305090103096615,0.11867541040149357,0.12195654958486557,61488000,0.10157964497804642,0.10052548232753344,0.07566791692748666,0.07660337121601184,75.6827923093692,100.00000000000001,100.0,0.003884293394366703,0.0024588456604360772,0.0014254477339306257,0.11745716315102785,0.10717707872390747,0.0968969942967871,18.084760571983686,Up
